Name,CPU%,MemUsage
assignment3-sa-full-web-1,0.69%,115.8MiB / 7.654GiB
assignment3-sa-full-web-1,2.56%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,3.14%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,4.11%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,3.48%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,4.37%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,3.96%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,2.96%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,3.50%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,4.45%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.49%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,3.24%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.15%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,4.64%,116.1MiB / 7.654GiB
assignment3-sa-full-web-1,4.48%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.00%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.28%,116MiB / 7.654GiB
assignment3-sa-full-web-1,3.55%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,3.67%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,2.47%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.02%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,3.62%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.48%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.50%,116.4MiB / 7.654GiB
assignment3-sa-full-web-1,4.82%,116.4MiB / 7.654GiB
assignment3-sa-full-web-1,3.74%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.43%,116.2MiB / 7.654GiB
assignment3-sa-full-web-1,4.82%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,4.03%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,4.90%,116MiB / 7.654GiB
assignment3-sa-full-web-1,4.33%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,4.53%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,4.89%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.12%,116.6MiB / 7.654GiB
assignment3-sa-full-web-1,5.46%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,5.38%,116.4MiB / 7.654GiB
assignment3-sa-full-web-1,5.47%,116.4MiB / 7.654GiB
assignment3-sa-full-web-1,4.82%,116.4MiB / 7.654GiB
assignment3-sa-full-web-1,5.23%,116.4MiB / 7.654GiB
assignment3-sa-full-web-1,5.47%,116.4MiB / 7.654GiB
assignment3-sa-full-web-1,4.88%,116.5MiB / 7.654GiB
assignment3-sa-full-web-1,4.91%,116.5MiB / 7.654GiB
assignment3-sa-full-web-1,4.78%,116.3MiB / 7.654GiB
assignment3-sa-full-web-1,4.93%,116.5MiB / 7.654GiB
assignment3-sa-full-web-1,4.87%,116.5MiB / 7.654GiB
assignment3-sa-full-web-1,5.33%,116.4MiB / 7.654GiB
assignment3-sa-full-web-1,5.06%,116.5MiB / 7.654GiB
assignment3-sa-full-web-1,1.63%,116.2MiB / 7.654GiB
assignment3-sa-full-web-1,1.44%,116.2MiB / 7.654GiB
