Name,CPU%,MemUsage
assignment3-sa-app-web-1,0.40%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,2.77%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,3.24%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.32%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.57%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.69%,193.5MiB / 7.654GiB
assignment3-sa-app-web-1,4.65%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.50%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.99%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.54%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.94%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.35%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,2.39%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.30%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.62%,192.2MiB / 7.654GiB
assignment3-sa-app-web-1,3.00%,192.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.12%,192.4MiB / 7.654GiB
assignment3-sa-app-web-1,4.47%,192.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.27%,192.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.23%,192.4MiB / 7.654GiB
assignment3-sa-app-web-1,4.30%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.83%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.75%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,3.72%,191.4MiB / 7.654GiB
assignment3-sa-app-web-1,3.53%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.24%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.35%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.52%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,3.65%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.46%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.92%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.86%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.40%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.80%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.62%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.45%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.27%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.22%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.64%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.56%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.07%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.58%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,4.99%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.17%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.26%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,5.50%,191.4MiB / 7.654GiB
assignment3-sa-app-web-1,4.48%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.61%,191.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.49%,191.4MiB / 7.654GiB
assignment3-sa-app-web-1,1.18%,191.4MiB / 7.654GiB
