Name,CPU%,MemUsage
assignment3-sa-app-web-1,1.82%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,2.04%,193.7MiB / 7.654GiB
assignment3-sa-app-web-1,1.76%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.94%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.80%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.42%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.75%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,2.03%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.83%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.83%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,2.01%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,2.05%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,0.57%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,2.07%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.96%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,2.25%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.72%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.67%,193.4MiB / 7.654GiB
assignment3-sa-app-web-1,2.23%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.83%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.80%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.95%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.86%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.70%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.76%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.56%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,0.99%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.56%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.75%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.61%,193.4MiB / 7.654GiB
assignment3-sa-app-web-1,1.56%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.82%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.53%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.74%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.89%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,1.78%,193.2MiB / 7.654GiB
assignment3-sa-app-web-1,0.50%,193.4MiB / 7.654GiB
assignment3-sa-app-web-1,1.43%,193.2MiB / 7.654GiB
