Name,CPU%,MemUsage
assignment3-sa-app-cache-web-1,1.46%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.93%,124.4MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.86%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.05%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.09%,124.4MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.92%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.39%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.59%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.13%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.08%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.20%,124.5MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.92%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.78%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.32%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.05%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.69%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.78%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.02%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.71%,124.5MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.26%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.62%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.08%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.96%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.88%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.56%,124.3MiB / 7.654GiB
assignment3-sa-app-cache-web-1,1.79%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,2.25%,124.2MiB / 7.654GiB
assignment3-sa-app-cache-web-1,0.59%,124.2MiB / 7.654GiB
