Name,CPU%,MemUsage
assignment3-sa-search-web-1,0.65%,115.5MiB / 7.654GiB
assignment3-sa-search-web-1,0.45%,115.5MiB / 7.654GiB
assignment3-sa-search-web-1,5.84%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,3.89%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,6.24%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,3.69%,116.1MiB / 7.654GiB
assignment3-sa-search-web-1,4.30%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,3.34%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,4.54%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.21%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,4.81%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,4.85%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.23%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.64%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.21%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,3.93%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,2.73%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,4.73%,116.1MiB / 7.654GiB
assignment3-sa-search-web-1,4.96%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,4.95%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,4.83%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,4.71%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,4.11%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,5.04%,116.1MiB / 7.654GiB
assignment3-sa-search-web-1,5.84%,116.1MiB / 7.654GiB
assignment3-sa-search-web-1,5.38%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,4.16%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.01%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,5.32%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.24%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.16%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,5.55%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,4.96%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.55%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,5.56%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.05%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,4.96%,116.1MiB / 7.654GiB
assignment3-sa-search-web-1,5.30%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.10%,116.3MiB / 7.654GiB
assignment3-sa-search-web-1,5.25%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,5.63%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,5.18%,116.1MiB / 7.654GiB
assignment3-sa-search-web-1,5.48%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,5.39%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,6.14%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,5.45%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,5.01%,115.9MiB / 7.654GiB
assignment3-sa-search-web-1,6.15%,115.8MiB / 7.654GiB
assignment3-sa-search-web-1,1.88%,115.8MiB / 7.654GiB
